code,parent_code,name,level,description,indication,smiles,drugbank_id
R03BA06,R03BA,triamcinolone,5.0,"Triamcinolone is a corticosteroid used to treat various inflammatory conditions in the body from allergic rhinitis to acute exacerbations of multiple sclerosis.[L8255] Triamcinolone can be used as a one time adjunct treatment of osteoarthritic knee pain,[L8264] or first line as a topical treatment of corticosteroid responsive dermatoses.[L8249] Triamcinolone is more commonly seen in the forms triamcinolone hexacetonide, triamcinolone acetonide, and triamcinolone diacetate.[L8246,L8249,L8252,L8255,L8258,L8261,L8264]

Triamcinolone was granted FDA approval on 3 December 1957.[L8243]","Triamcinolone hexacetonide injections are indicated for intralesional administration in alopecia areata, discoid lupus erythematosus, keloids, and necrobiosis lipoidica diabeticorum.[L8246] This formulation can also be used for localized hypertrophic infiltrated inflammatory lesions of granuloma annulare, lichen planus, lichen simplex chronicus, and psoriatic plaques.[L8246]

Triamcinolone acetonide spray and cream are indicated for the treatment of inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.[L8249,L8258] A triamcinolone acetonide 10mg/mL or 40mg/mL injection is indicated intra-articularly for acute gouty arthritis, acute and subacute bursitis, acute nonspecific tenosynovitis, epicondylitis, rheumatoid arthritis, and synovitis of osteoarthritis.[L8252,L8255] The same 10mg/mL injection is indicated by the intralesional route for the treatment of alopecia areata, discoid lupus erythematosus, keloids, necrobiosis lipoidica diabeticorum, and tumors of an aponeurosis or tendon.[L8252] This formulation can also be used for localized hypertrophic infiltrated inflammatory lesions of granuloma annulare, lichen planus, lichen simplex chronicus, and psoriatic plaques.[L8252] The 40mg/mL injection is indicated intramuscularly for controlling severe allergic conditions such as asthma, atopic dermatitis, contact dermatitis, drug hypersensitivity, perennial or seasonal allergic rhinitis, serum sickness, and transfusion reactions; treatment of bullous dermatitis herpetiformis, exfoliative erythroderma, mycosis fungoides, pemphigus, Stevens-Johnson syndrome, congenital adrenal hyperplasia, hypercalcemia in
cancer, nonsuppurative thyroiditis, autoimmune hemolytic anemia, Diamond-Blackfan anemia, pure red cell aplasia, secondary thrombocytopenia, trichinosis, tuberculous meningitis, acute exacerbations of multiple sclerosis or cerebral edema, sympathetic ophthalmia, temporal arteritis, uveitis, ocular inflammation, berylliosis, idiopathic eosinophilic pneumonias, symptomatic sarcoidosis, dermatomyositis, polymyositis, and systemic lupus erythematosus; adjunct treatment of adrenocortical insufficiency, regional enteritis, ulcerative colitis, fulminating or disseminated pulmonary tuberculosis, acute gouty arthritis, acute rheumatic carditis, ankylosing spondylitis, psoriatic arthritis, rheumatoid arthritis; palliative management of leukemia and lymphoma; induction of diuresis or remission of proteinuria in idiopathic nephrotic syndrome or lupus erythematosus.[L8255] A triamcinolone intravitreal injection is indicated for the treatment of sympathetic ophthalmia, temporal arteritis, uveitis, and ocular inflammatory conditions.[L8261] The intravitreal injection is also used for visualization during vitrectomy.[L8261] An extended release suspension is indicated intra-articularly for management of pain in osteoarthritis of the knee.[L8264]",[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00620
R03BA07,R03BA,mometasone,5.0,"Mometasone furoate is a corticosteroid drug that can be used for the treatment of asthma, rhinitis, and certain skin conditions[FDA Label][F4292,F4295]. It has a glucocorticoid receptor binding affinity 22 times stronger than [dexamethasone] and higher than many other corticosteroids as well[A176906]. Mometasone furoate is formulated as a dry powder inhaler, nasal spray, and ointment for its different indications[FDA Label][F4292,F4295].","There are 3 formulations of mometasone furoate with various indications. The inhaler is indicated for prophylaxis of asthma in patients ≥4 years[FDA Label]. The nasal spray is indicated for treating nasal symptoms of allergic rhinitis in patients ≥2 years, treating symptoms of nasal congestion from seasonal allergic rhinitis in patients ≥2 years, treating nasal polyps in patients ≥18 years, and prophylaxis of seasonal allergic rhinitis in patients ≥12 years[F4292]. The ointment is indicated for symptomatic treatment of dermatitis and pruritis in patients ≥2 years[F4295].",[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB14512
R03BA08,R03BA,ciclesonide,5.0,Ciclesonide is a glucocorticoid used to treat obstructive airway diseases. It is marketed under the brand name Alvesco.,For the treatment of nasal symptoms associated with seasonal and perennial allergic rhinitis in adults and adolescents 12 years of age and older.,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C,DB01410
R03BA09,R03BA,fluticasone furoate,5.0,Fluticasone furoate is a synthetic glucocorticoid available as an inhaler and nasal spray for various inflammatory indications[FDA Label][F4364]. Fluticasone furoate was first approved in 2007[L5965].,Fluticasone furoate is indicated as an inhaler for the treatment and management of asthma by prophylaxis[FDA Label][F4364]. The fluticasone furoate nasal spray is indicated for treating season and perennial allergic rhinitis[FDA Label][A177130].,[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,DB08906
R03BB01,R03BB,ipratropium bromide,5.0,"Ipratropium is a quaternary ammonium derivative of [atropine][A176957] that acts as an anticholinergic agent.[A176939] It is commonly administered through inhalation which allows producing a local effect without presenting a significant systemic absorption.[A176957]

Ipratropium as a therapeutic agent was developed by Boehringer Ingelheim and its first monotherapy product was FDA approved in 1986.[L5891] On the other hand, the combination product of ipratropium and [albuterol] was approved in 1996.[L5894]","Inhaled ipratropium is indicated in combination with inhaled beta-agonist systemic corticosteroids for the management of severe exacerbations of asthma flares requiring treatment.[A176939]

Asthma exacerbations are characterized by a progressive increase in one or more of asthma symptoms accompanied by a decrease in expiratory flow.[L5900]

As a single agent, ipratropium was indicated for the symptomatic relief of rhinorrhea associated with the common cold or seasonal allergic rhinitis for patients 5 years or older. It does not alleviate nasal congestion nor sneezing.[FDA label]

Rhinorrhea refers to recurrent or chronic watery nasal discharge. This condition is debilitating and its pathogenesis and etiology is complex and not very well understood presenting very substantial cost burden.[L5903]

Additionally, ipratropium is indicated as a bronchodilator for maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease including chronic bronchitis and emphysema.[FDA label]

The chronic obstructive pulmonary disease includes a large number of conditions characterized by breathlessness. As this includes several conditions, the etiology, symptoms, and treatments are diverse.[L5906]

Ipratropium has also been studied to be used for the treatment of sialorrhea.[A176942]

Sialorrhea is a common symptom that accompanies different neurologic conditions and it is characterized by drooling or excessive salivation.[A176963]",[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,DB00332
R03BB02,R03BB,oxitropium bromide,5.0,"Oxitropium has been investigated for the treatment of Pulmonary Disease, Chronic Obstructive.",,CC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,DB12086
R03BB03,R03BB,stramoni preparations,5.0,,,,
R03BB04,R03BB,tiotropium bromide,5.0,"Tiotropium is a long-acting, antimuscarinic bronchodilator used in the management of chronic obstructive pulmonary disease (COPD) and asthma.[A180163,L7084,L7087,L7090,L7093] Tiotropium acts mainly on M3 muscarinic receptors located in the airways to produce smooth muscle relaxation and bronchodilation.[A180163,L7084,L7087,L7090,L7093]

Tiotropium is more specific for the subset of muscarinic receptors commonly found in the lungs than [ipratropium].[A180163]

Tiotropium was granted FDA approval on 30 January 2004.[L7084]","Tiotropium powder for inhalation is indicated for the maintenance of bronchospasm in COPD and to prevent exacerbations of COPD.[L7084] A combination tiotropium and [olodaterol] metered inhalation spray is indicated for maintenance of COPD.[L7087] A tiotropium inhalation spray is indicated for the maintenance of bronchospasm in COPD, to prevent exacerbations of COPD, and to treat asthma in patients 12 or more years old.[L7090] A tiotropium metered inhalation spray is indicated for the maintenance of bronchospasm in COPD, to prevent exacerbations of COPD, and to treat asthma in patients 6 or more years old.[L7093]",[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,DB01409
R03BB05,R03BB,aclidinium bromide,5.0,"Aclidinium is an anticholinergic for the long-term management of chronic obstructive pulmonary disease (COPD). It has a much higher propensity to bind to muscarinic receptors than nicotinic receptors. FDA approved on July 24, 2012.","Aclidinium bromide inhalation powder is indicated for the long-term, maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema.",OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,DB08897
R03BB06,R03BB,glycopyrronium bromide,5.0,"Glycopyrronium (as the bromide salt glycopyrrolate) is a synthetic anticholinergic agent with a quaternary ammonium structure. A muscarinic competitive antagonist used as an antispasmodic, in some disorders of the gastrointestinal tract, and to reduce salivation with some anesthetics. In October 2015, glycopyrrolate was approved by the FDA for use as a standalone treatment for Chronic obstructive pulmonary disease (COPD), as Seebri Neohaler.","For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation. Also used to treat chronic obstructive pulmonary disease (COPD).",C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,DB00986
R03BB07,R03BB,umeclidinium bromide,5.0,"Umeclidinium is a long-acting muscarinic antagonist (LAMA) used as maintenance treatment for symptoms of chronic obstructive pulmonary disease (COPD). It is available as a once-daily inhalation monotherapy or as a fixed-dose combination product with the long-acting beta2-agonist vilanterol. COPD is a progressive obstructive lung disease characterized by shortness of breath, cough, sputum production, and chronically poor airflow with a forced expiratory volume in 1 second (FEV1) of less than 80%. By blocking the M3 muscarinic receptor which is highly expressed in airway smooth muscle of the lungs, umeclidinium inhibits the binding of acetylcholine and thereby opens up the airways by preventing bronchoconstriction. Its use has been shown to provide clinically significant, sustained improvements in lung function.","Indicated for the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).",OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2,DB09076
