C0000039	1,2-dipalmitoylphosphatidylcholine
C0004083	Association
C0004090	Astasia-abasia
C0004093	Asthenia
C0004095	Eye strain
C0004096	Asthma
C0004099	Exercise-induced asthma
C0004106	Astigmatism
C0004110	Astringent agent
C0004114	Astrocytoma
C0004120	Astrovirus
C0004134	Ataxia
C0004135	Ataxia-telangiectasia syndrome
C0004138	Hereditary ataxia
C0004144	Atelectasis
C0004147	Atenolol
C0004153	Atherosclerosis
C0004158	Athetosis
C0004168	Structure of atlantoaxial joint
C0004169	Atlantooccipital joint structure
C0004170	Bone structure of atlas
C0004185	Atomizer
C0004186	Atony of gallbladder
C0004199	ATP citrate (pro-3S)-lyase
C0004203	ATP phosphoribosyltransferase
C0004218	GTP pyrophosphokinase
C0004234	Atracurium
C0004235	Atracurium besylate
C0004237	Atrazine
C0004238	Atrial fibrillation
C0004239	Atrial flutter
C0004245	Atrioventricular block
C0004247	Structure of atrioventricular node
C0004258	Primary atrophy
C0004259	Atropine
C0004261	Hyoscyamine sulfate
C0004268	Attention
C0004269	Child attention deficit disorder
C0004271	Attitude
C0004286	Audiometric test
C0004288	Bekesy audiometry
C0004290	Electric response audiometry
C0004292	Pure tone audiometry
C0004293	Speech audiometry
C0004302	Auditory area of cortex
C0004308	Auditory pathway structure
C0004310	Auditory processing disorder
C0004317	Aural headache
C0004320	Auranofin
C0004331	Atrioventricular dissociation
C0004339	Auscultation
C0004352	Autistic disorder of childhood onset
C0004358	Autoantibody
C0004359	Autoantigen
C0004361	Autogenic therapy
C0004364	Autoimmune disease
C0004368	Autoimmune state
C0004371	Autolysin
C0004372	Autolysis
C0004377	Automatism
C0004382	Autonomic agent
C0004388	Autonomic nervous system structure
C0004398	Autopsy examination
C0004406	Autotransfusion of whole blood
C0004409	Auxin
C0004415	Aversive psychotherapy
C0004416	Avian antigen
C0004443	Avoidant disorder of childhood OR adolescence
C0004444	Avoidant personality disorder
C0004445	Avulsion of eye
C0004448	Cognitive function: awareness
C0004454	Axillary
C0004455	Structure of axillary artery
C0004456	Structure of axillary vein
C0004457	Bone structure of axis
C0004468	Ayerza's syndrome
C0004475	Azacitidine
C0004477	Azaperone
C0004481	Azasteroid
C0004482	Azathioprine
C0004487	Azerbaijani language
C0004494	Azinphos-methyl
C0004499	Azlocillin
C0004504	Azole-containing product
C0004509	Azoospermia
C0004521	Aztreonam
C0004526	Structure of azygous vein
C0004574	Babesia microti (invertebrate)
C0004576	Babesiosis
C0004589	Bacillus anthracis
C0004590	Bacillus cereus
C0004595	Bacillus subtilis
C0004599	Bacitracin
C0004601	Traumatic and/or non-traumatic injury of back
C0004604	Backache
C0004606	Nonproliferative diabetic retinopathy
C0004607	Background radiation
C0004609	Baclofen
C0004610	Bacteremia
C0004611	Bacteria
C0004618	Bacterial count
C0004623	Bacterial infectious disease
C0004626	Bacterial pneumonia
C0004627	Bacterial protein
C0004630	Bacterial toxin
C0004632	Bacterial vaccine
C0004638	Bacteriochlorophyll
C0004640	Bacteriocin typing
C0004650	Bacterial bacteriophage typing
C0004654	Bacteriorhodopsin
C0004659	Bacteriuria
C0004661	Bacteroides
C0004669	Infection due to Bacteroides
C0004681	Bagassosis
C0004690	Balanitis
C0004691	Balanoposthitis
C0004692	Balantidiasis
C0004693	Balantidium
C0004698	Balkan nephropathy
C0004700	Ballistocardiography
C0004712	Balo concentric sclerosis
C0004717	Bambermycin-containing product
C0004718	Bamethan-containing product
C0004726	Bandage
C0004743	Barbital
C0004745	Barbiturate-containing product
C0004749	Barium
C0004751	Barium granuloma of colon
C0004753	Barium radioisotope
C0004754	Barium sulfate-containing product
C0004760	Accident due to extremes of atmospheric pressure and to sudden changes in atmospheric pressure
C0004763	Barrett's esophagus
C0004764	Barrier contraception method
C0004766	Abscess of Bartholin's gland
C0004767	Cyst of Bartholin's gland duct
C0004768	Bartholin's gland structure
C0004769	Bartholinitis
C0004771	Bartonellosis
C0004775	Bartter syndrome
C0004779	Gorlin syndrome
C0004781	Basal ganglion structure
C0004782	Disorder of basal ganglia
C0004788	Structure of nucleus basalis of Meynert
C0004789	Structure of basal vein
C0004799	Basement membrane
C0004811	Structure of basilar artery
C0004812	Basilar artery syndrome
C0004814	Structure of basilar part of occipital bone
C0004816	Structure of basilar membrane of cochlea
C0004820	Mast cell degranulation test
C0004823	Basophilic hyperplasia
C0004838	Batrachotoxin
C0004842	Battered Child Syndrome
C0004886	Attenuated Bacillus Calmette Guerin
C0004891	Fusion protein BCR-ABL
C0004903	Beckwith-Wiedemann syndrome
C0004905	Beclomethasone
C0004906	Beclomethasone dipropionate
C0004910	Bedrest
C0004913	Bedbugs
C0004920	Bee venom-containing product
C0004933	Behavioral therapy
C0004936	Mental disorder
C0004943	Behcet's syndrome
C0004945	Bejel
C0004953	Belladonna (plant)
C0004954	Belladonna alkaloid-containing product
C0004958	Belorussian language
C0004960	Bemegride
C0004962	Benactyzine
C0004963	Diphenhydramine hydrochloride
C0004965	Bence Jones protein
C0004968	Bence-Jones proteinuria
C0004972	Psychologic test, Bender visual-motor gestalt test
C0004975	Bendroflumethiazide
C0004981	Bengali language
C0004991	Benign neoplasm of colon
C0004992	Benign neoplasm of cranial nerve
C0004994	Benign neoplasm of mandible
C0004997	Benign neoplasm of ovary
C0004998	Benign neoplasm of skin
C0005001	Benign prostatic hypertrophy
C0005009	Benomyl
C0005011	Benorilate-containing product
C0005013	Benperidol
C0005014	Benserazide
C0005018	Bentonite
C0005023	Benzaldehyde-containing product
C0005025	Benzalkonium
C0005026	Benzalkonium chloride
C0005027	Benzalkonium Compounds
C0005034	Benzazepine-containing product
C0005035	Benzbromarone
C0005036	Benzene
C0005038	Lindane
C0005041	Benzethonium
C0005047	Benzidine
C0005059	Benzocaine
C0005061	Benzocycloheptene
C0005064	Benzodiazepines
C0005068	Benzofuran
C0005070	Benzoin
C0005072	Benzolamide
C0005078	Benzopyran
C0005088	Benzoyl peroxide-containing product
C0005096	Benzphetamine
C0005097	Benzpyrene
C0005098	Benztropine
C0005099	Benzydamine
C0005100	Benzyl alcohol-containing product
C0005116	Bepridil
C0005117	Berberine
C0005122	Beriberi
C0005129	Bernard Soulier syndrome
C0005136	Berry aneurysm
C0005137	Infection by Bertiella
C0005138	Berylliosis
C0005139	Beryllium
C0005140	Beryllium and beryllium compound
C0005146	Infection by Besnoitia
C0005149	Beta 2 microglobulin
C0005151	Beta-2 transferrin
C0005157	Beta globulin
C0005194	Beta-amylase
C0005210	Beta endorphin
C0005214	Beta-escin
C0005220	Beta-galactosidase-containing product
C0005223	Beta-glucosidase
C0005239	Beta-keratin
C0005248	Beta-lactoglobulin
C0005261	Beta-melanocyte stimulating hormone
C0005270	Beta-N-acetylhexosaminidase
C0005283	beta Thalassemia
C0005286	Beta-thromboglobulin
C0005287	Beta tocopherol-containing product
C0005290	Beta tubulin
C0005301	Betahistine-containing product
C0005304	Betaine
C0005308	Betamethasone
C0005310	Betamethasone acetate
C0005311	Betamethasone benzoate
C0005320	Betaxolol
C0005321	Betazole
C0005324	Bethanidine
C0005330	Bezafibrate
C0005332	Bezoars
C0005365	Bibliotherapy
C0005367	Bicarbonate
C0005372	Bicuculline
C0005373	Bicuspid
C0005378	Bicyclic compound
C0005382	Biguanides
C0005388	Bile
C0005390	Bile acid-containing product
C0005391	Bile Acids and Salts
C0005393	Structure of bile canaliculus
C0005395	Disorder of bile duct
C0005398	Extrahepatic obstructive biliary disease
C0005400	Bile duct structure
C0005401	Intrahepatic biliary tract structure
C0005402	Bile pigment
C0005404	Bile salt
C0005409	Schistosomal pigment deposition
C0005411	Congenital biliary atresia
C0005416	Biliary dyskinesia
C0005417	Fistula of bile duct
C0005423	Biliary tract structure
C0005424	Disorder of biliary tract
C0005426	Neoplasm of biliary tract
C0005427	Operation on biliary tract
C0005437	Bilirubin
C0005443	Bilirubinuria
C0005446	Biliverdin
C0005457	Antibody binding site
C0005461	Binocular vision disorder
C0005491	Biofeedback procedure
C0005492	Bioflavonoid product
C0005496	Biogenic amine
C0005507	Bioassay
C0005515	Biological substance
C0005533	Polymethyl methacrylate-containing product
C0005548	Bionator orthodontic appliance
C0005551	Biorhythm
C0005554	Biopolymer
C0005558	Biopsy
C0005560	Needle biopsy
C0005562	Biopterin analyte
C0005575	Biotin
C0005578	Biperiden
C0005586	Bipolar disorder
C0005587	Bipolar affective disorder, current episode depression
C0005592	Bird-fanciers' lung
C0005600	Birth certificate
C0005603	Birth detail
C0005604	Birth trauma
C0005607	Place in family order
C0005612	Birth weight finding
C0005615	Birth
C0005627	bis-Chloro methyl ether
C0005632	Bisacodyl
C0005633	Bisacodyl tannex
C0005640	Dicumarol
C0005642	Bismuth
C0005643	Bismuth measurement
C0005647	Bromhexine hydrochloride
C0005651	Bisphosphoglycerate mutase
C0005658	Bite wound
C0005660	Human bite
C0005661	Bithionol
C0005670	BK Virus
C0005681	Black water fever
C0005682	Urinary bladder structure
C0005683	Urinary bladder stone
C0005684	Malignant tumor of urinary bladder
C0005686	Disorder of bladder
C0005687	Bladder distention
C0005689	Exstrophy of bladder sequence
C0005690	Bladder fistula
C0005694	Bladder neck obstruction
C0005695	Neoplasm of bladder
C0005697	Neurogenic dysfunction of the urinary bladder
C0005699	Blastic phase chronic myeloid leukemia
C0005700	Effects of air pressure caused by explosion
C0005715	Blastomyces dermatitidis
C0005716	Blastomycosis
C0005717	Gilchrist Disease
C0005721	Cutaneous paracoccioidomycosis
C0005723	Oral paracoccidioidomycosis
C0005724	Visceral paracoccidioidomycosis
C0005729	Bleeding time
C0005739	Bleomycin sulfate
C0005740	Bleomycin
C0005741	Blepharitis
C0005742	Blepharochalasis
C0005743	Blepharoconjunctivitis
C0005744	Blepharophimosis
C0005745	Ptosis of eyelid
C0005746	Blepharorrhaphy
C0005747	Blepharospasm
C0005750	Blind loop syndrome
C0005754	Congenital blindness
C0005757	Blinking
C0005758	Blister
C0005767	Blood
C0005771	Blood cell count
C0005774	Blood chemistry
C0005776	Circulatory function tests
C0005779	Disorder of hemostatic system
C0005789	Blood clotting factor
C0005790	Blood coagulation panel
C0005791	Apheresis
C0005794	Blood Donation
C0005800	Blood gas measurement
C0005803	Self-monitoring of blood glucose
C0005804	Blood group antigen
C0005818	Platelet disorder
C0005823	Blood pressure
C0005824	Blood pressure taking
C0005826	Abnormal blood pressure
C0005833	Erythrocyte sedimentation
C0005834	Collection of blood specimen for laboratory
C0005841	Transfusion of blood product
C0005842	Autotransfusion
C0005843	Intrauterine transfusion
C0005844	Blood group typing
C0005845	Blood urea nitrogen measurement
C0005846	Vascular prosthesis
C0005847	Blood vessel structure
C0005848	Blood viscosity
C0005850	Blood volume
C0005857	Therapeutic phlebotomy
C0005858	Bloodshot eye
C0005859	Bloom syndrome
C0005861	Northern blot assay
C0005862	Southern blot assay
C0005874	Blushing
C0005885	Body composition
C0005887	Dysmorphophobia
C0005888	Body fluid compartment
C0005889	Body fluid
C0005890	Body height measure
C0005891	Body image
C0005898	Body region structure
C0005902	Body surface area
C0005903	Temperature
C0005905	Thermoregulation, function
C0005909	Body water
C0005910	Body weight
C0005911	Weight change
C0005919	Bombesin
C0005933	Biopsy of bone
C0005935	Bone conduction
C0005937	Solitary bone cyst
C0005940	Disorder of bone
C0005941	Disorder of bone development
C0005944	Metabolic bone disease
C0005949	Bone lengthening
C0005953	Bone marrow structure
C0005954	Bone marrow sampling
C0005956	Bone marrow disorder
C0005957	Bone marrow examination
C0005959	Bone marrow hyperplasia
C0005961	Transplantation of bone marrow
C0005962	Bone matrix
C0005967	Bone tumor
C0005971	Bone plate
C0005974	Bone resorption
C0005975	Bone screw
C0005976	Bone graft
C0005978	Bone wire
C0006002	Book
C0006009	Borderline intellectual disability
C0006012	Borderline personality disorder
C0006017	Bordetella pertussis
C0006019	Boredom
C0006020	Boric acid-containing product
C0006023	Borna Disease
C0006030	Boron
C0006034	Borrelia burgdorferi
C0006035	Borreliosis
C0006039	Staphylococcal granuloma
C0006042	Bottle feeding of patient
C0006044	Botulinum antitoxin-containing product
C0006050	Botulinum toxin type A-containing product
C0006051	Botulinum toxoid type B
C0006052	Botulinum toxin type C
C0006054	Botulinum toxin type E
C0006055	Clostridium botulinum toxin-containing product
C0006057	Intoxication with Clostridium botulinum toxin
C0006060	Boutonneuse fever
C0006079	Bowen's disease
C0006086	Brace
C0006087	Structure of brachial artery
C0006090	Brachial plexus structure
C0006091	brachial plexus lesions
C0006094	Structure of brachiocephalic artery
C0006095	Structure of brachiocephalic vein
C0006098	Brachytherapy
C0006100	Kallidin I
C0006101	Bradykinin measurement
C0006104	Brain structure
C0006105	Abscess of brain
C0006107	Concussion injury of brain
C0006109	Chronic brain syndrome
C0006110	Brain Death
C0006111	Disorder of brain
C0006112	Metabolic encephalopathy
C0006114	Cerebral edema
C0006117	Brain mapping
C0006118	Neoplasm of brain
C0006121	Brainstem structure
C0006123	Arterial retinal branch occlusion
C0006131	Branchioma
C0006132	Moraxella catarrhalis
C0006141	Breast structure
C0006142	Malignant tumor of breast
C0006144	Cyst of breast
C0006145	Disorder of breast
C0006147	Breast fed
C0006152	Swelling of breast
C0006153	Breath test
C0006155	Physiotherapeutic breathing exercise
C0006157	Positions of breech presentation
C0006158	Breech presentation, no version
C0006160	Brenner tumor of ovary
C0006168	Bretylium tosylate
C0006181	Brill-Zinsser disease
C0006205	Broad ligament structure
C0006208	Structure of Broca's area
C0006213	Bromazepam
C0006217	Bromelains
C0006220	Bromhexine
C0006222	Bromide salt
C0006223	Bromine
C0006224	Bromine radioisotope
C0006226	Bromisovalum
C0006230	Bromocriptine
C0006233	Bromodeoxyuridine
C0006234	Bromoderma
C0006241	Bromotrichloromethane
C0006246	Brompheniramine
C0006255	Bronchial structure
C0006257	Structure of bronchial artery
C0006259	Catheterization of bronchus
C0006261	Disorder of bronchus
C0006262	Bronchial fistula
C0006264	Neoplasm of bronchus
C0006265	Inhalational provocation test
C0006266	Bronchospasm
C0006267	Bronchiectasis
C0006270	Bronchiole structure
C0006271	Bronchiolitis
C0006272	Obliterative bronchiolitis
C0006277	Bronchitis
C0006279	Bronchoalveolar lavage fluid sample
C0006280	Bronchodilator agent
C0006281	Congenital bronchogenic cyst
C0006282	Contrast bronchogram
C0006285	Bronchopneumonia
C0006287	Bronchopulmonary dysplasia of newborn
C0006288	Congenital sequestration of lung
C0006289	Bronchorrhaphy
C0006290	Bronchoscopy
C0006298	Brown fat
C0006303	Brucella
C0006304	Brucella abortus
C0006307	Brucella vaccine
C0006309	Brucellosis
C0006312	Brucine
C0006318	Bruit
C0006325	Grinding teeth
C0006343	Buddhism
C0006351	Bufexamac
C0006359	Buformin
C0006360	Bufotenine
C0006365	Bulbogastrone
C0006366	Bulbourethral gland structure
C0006369	Bulgarian language
C0006370	Bulimia
C0006376	Bumetanide
C0006382	Atrioventricular bundle structure
C0006383	Accessory atrioventricular bundle
C0006384	Bundle branch block
C0006386	Bunion
C0006388	Levobunolol
C0006391	Bunyamwera virus disease
C0006394	Bunyamwera virus
C0006396	Disease due to Bunyaviridae
C0006400	Bupivacaine
C0006403	bupranolol
C0006405	Buprenorphine
C0006413	Burkitt lymphoma/leukemia
C0006417	Burmese language
C0006420	Burn of internal organ
C0006429	Gopalan's syndrome
C0006430	Burning mouth syndrome
C0006433	Burnout, Professional
C0006434	Burn injury
C0006435	Chemical burn
C0006436	Electrical burn
C0006441	Structure of bursa
C0006444	Bursitis
C0006456	Buserelin
C0006462	Buspirone
C0006463	Busulfan
C0006464	Butabarbital-containing product
C0006466	Butacaine-containing product
C0006469	Butadiene
C0006474	Butane
C0006481	Butaperazine
C0006491	Butorphanol
C0006497	Buttock structure
C0006506	Butylated hydroxyanisole-containing product
C0006507	Butylated hydroxytoluene-containing product
C0006519	Scopolamine butylbromide
C0006525	Butyrophenone
C0006542	Byssinosis
C0006556	Complementary DNA
C0006558	C peptide
C0006560	C reactive protein
C0006610	Cancer antigen 125
C0006611	Cancer antigen 15-3
C0006613	Cancer antigen 19-9
C0006614	Cancer antigen 50
C0006625	Cachexia
C0006629	Cadaver
C0006630	Cadaverine
C0006632	Cadmium
C0006634	Cadmium and cadmium compound
C0006635	Cadmium poisoning
C0006636	Cadmium radioisotope
C0006639	Ceruletide
C0006644	Caffeine
C0006646	Caffeine-induced organic mental disorder
C0006655	Bone structure of calcaneum
C0006657	Calcifediol
C0006663	Calcinosis
C0006664	Calcinosis cutis
C0006666	Calciphylaxis
C0006668	Calcitonin
C0006669	Calcitonin gene-related peptide
C0006674	Calcitriol
C0006675	Calcium
C0006678	Calcium bilirubinate
C0006681	Calcium carbonate-containing product
C0006684	Calcium channel blocker-containing product
C0006686	Calcium chloride-containing product
C0006692	Edetate calcium disodium
C0006694	calcium dobesilate
C0006695	Calcium fluoride
C0006699	Calcium gluconate-containing product
C0006701	Calcium hydroxide
C0006703	Calcium iopodate
C0006704	Calcium isotope
C0006705	Disorder of calcium metabolism
C0006706	Calcium oxalate
C0006707	Calcium oxalate dihydrate
C0006708	Calcium oxalate monohydrate
C0006710	Calcium pantothenate
C0006711	Calcium phosphate-containing product
C0006718	Calcium radioisotope-containing product
C0006720	Calcium sulfate-containing product
C0006736	Single calculus
C0006755	Encephalitis Virus, California
C0006758	Californium
C0006767	Callus of bone
C0006772	Calmodulin
C0006777	Dietary calorie intake
C0006778	Caloric vestibular test
C0006779	Calorimetry
C0006781	Indirect calorimetry
C0006784	Calpain
C0006790	Calusterone
C0006792	Calymmatobacterium granulomatis
C0006795	camazepam
C0006796	Cambendazole
C0006798	Khmer language
C0006809	Camphor
C0006812	Camptothecin
C0006814	Campylobacter fetus
C0006818	Campylobacteriosis
C0006819	Campylobacter jejuni
C0006826	Malignant neoplastic disease
C0006834	Candicidin
